,Names,Specialization,Experience,Hospital_Name,Area,City,Consultation_Fee,Doctor_recommondations,Patient_Stories,Doctor_availability
2443,Dr. Anupreet Kaur Choudhury,Dentist,28,Dentall,Keshtopur,Kolkata,500,99,687, Today
2444,Dr. Deepan Chandra,Dentist,17,Smilecare Dental Clinic,Tollygunge,Kolkata,800,96,47, Today
2445,Dr. Biswaroop Chandra,Dentist,15,Little Smiles Multispeciality Dental Clinic,Bansdroni,Kolkata,500,98,46, Today
2597,Dr. Prakash Kini,Gynecologist/Obstetrician,46,Cloudnine Hospital - Jayanagar,Jayanagar,Bangalore,1050,96,147, Today
2598,Dr. Vanita Vaishnav,Gynecologist/Obstetrician,14,Apollo Clinic,HSR Layout,Bangalore,600,98,63, Today
2599,Dr. Rekha Prashanth,Gynecologist/Obstetrician,29,Varalakshmi Hospital,BTM Layout 1st Stage,Bangalore,600,89,61, Today
2600,Dr. K. Sushmita,Gynecologist/Obstetrician,21,Cloudnine Hospitals - Sahakarnagar,Sahakaranagar,Bangalore,850,98,430, Today
2601,Dr. Sandhya Rani,Gynecologist/Obstetrician,17,Cloudnine Hospital - Old Airport Road,Old Airport Road,Bangalore,850,98,44, Today
2602,Dr. Brunda Channappa,Gynecologist/Obstetrician,33,Cloudnine Hospital - Jayanagar,Jayanagar,Bangalore,850,90,62, Today
2603,Dr. Uma Maheshwari,Gynecologist/Obstetrician,24,"Cloudnine Fertility - IVF Centre, Jayanagar",Jayanagar,Bangalore,850,95,95, Today
2604,Dr. D Vijaya Meenakshi,Gynecologist/Obstetrician,20,Manipal Hospital Varthur Road,Whitefield,Bangalore,800,97,62, Today
2605,Dr. Poornima. M,Gynecologist/Obstetrician,18,Cloudnine Hospital - Old Airport Road,Old Airport Road,Bangalore,850,98,35, Today
2606,Dr. Anu Joseph,Gynecologist/Obstetrician,15,Kauvery Hospitals,Electronics City,Bangalore,550,96,162, Today
2608,Dr. Swapna Mudragada,Gynecologist/Obstetrician,21,MedSurge Clinics,Narsingi,Hyderabad,500,100,7, Today
2609,Dr. A. Santhi,Gynecologist/Obstetrician,21,Gleneagles Global Hospital,Lakdikapul,Hyderabad,800,100,1, Today
2610,Dr. G Keertana Reddy,Gynecologist/Obstetrician,14,Zoi Health,Ameerpet,Hyderabad,500,100,15, Today
2611,Dr. B.V. Hemavathi,Gynecologist/Obstetrician,19,Apollo DRDO Hospital,Kanchanbagh,Hyderabad,600,100,1, Today
2612,Dr. Bharathi Sudha A,Gynecologist/Obstetrician,10,IVY Women and Fertility Centre,Gachibowli,Hyderabad,600,100,2, Today
2613,Dr. Nikitha Reddy,Gynecologist/Obstetrician,9,Vaidya Poly Clinic,Madhapur,Hyderabad,500,100,10, Today
2614,Dr. Dimple Mishra,Gynecologist/Obstetrician,9,Tara Super Speciality Clinic,Nallagandla,Hyderabad,600,100,31, Today
2615,Dr. Swarnalatha Kamshetty,Gynecologist/Obstetrician,13,Aanvi Fertility and Women's Centre,Tilak Nagar,Hyderabad,500,100,4, Today
2616,Dr. Durga Vytla,Gynecologist/Obstetrician,14,Hegde Hospital,Miyapur,Hyderabad,600,98,155, Today
2617,Dr. Sangita A,Gynecologist/Obstetrician,28,Apollo DRDO Hospital,Kanchanbagh,Hyderabad,500,75,6, Today
2619,Dr. V. Bharathi,Gynecologist/Obstetrician,16,Bharati Fertility & Women Center,Mandaveli,Chennai,750,97,55, Today
2620,Dr. Sathya Balasubramanyam,Gynecologist/Obstetrician,27,"Cloudnine Fertility - IVF Centre, T-Nagar",T Nagar,Chennai,600,98,58, Today
2621,Dr. Abirami,Gynecologist/Obstetrician,11,Apollo Womens Hospital,Thousand Lights,Chennai,1000,88,7, Today
2622,Dr. Sowmya Raghavan,Gynecologist/Obstetrician,29,Apollo Speciality Hospitals O M R,OMR Road,Chennai,700,92,8, Today
2623,Dr. Sura Pushpalatha,Gynecologist/Obstetrician,25,Rainbow Children`s Hospital,Sholinganallur,Chennai,800,94,10, Today
2624,Dr. Karthiga Devi,Gynecologist/Obstetrician,18,Apollo Speciality Hospitals O M R,OMR Road,Chennai,800,100,61, Today
2625,Dr. P. Surya,Gynecologist/Obstetrician,15,Cloudnine Hospital - OMR,OMR Road,Chennai,600,100,1, Today
2626,Dr. Nithya J,Gynecologist/Obstetrician,15,Apollo Speciality Hospitals O M R,OMR Road,Chennai,700,100,1, Today
2627,Dr. Meera Ragavan,Gynecologist/Obstetrician,27,Apollo Spectra Hospital,Alwarpet,Chennai,1000,88,10, Today
2628,Dr. Jeya Nirmala R,Gynecologist/Obstetrician,23,Jeevan Mithra Fertility & Women Care Centre,Arumbakkam,Chennai,500,94,28, Today
2630,Dr. Harshika Bavishi,Gynecologist/Obstetrician,37,Dr. Harshika's Maternity Home,Chembur East,Mumbai,1000,96,52, Today
2631,Dr. Vandana Bansal,Gynecologist/Obstetrician,30,Surya Hospitals,Santacruz West,Mumbai,1500,70,7, Today
2632,Dr. Punam Solanki,Gynecologist/Obstetrician,14,Apple Diagnostic Centre,Andheri West,Mumbai,900,80,12, Today
2633,Dr. Ritu Palve,Gynecologist/Obstetrician,21,S L Raheja Fortis Hospital,Mahim,Mumbai,1300,100,3, Today
2634,Dr. Sonal Kumta,Gynecologist/Obstetrician,19,Fortis Hospital,Mulund West,Mumbai,1300,94,21, Today
2635,Dr. Atul Ganatra,Gynecologist/Obstetrician,34,Fortis Hospital,Mulund West,Mumbai,1300,88,5, Today
2636,Dr. Ketan Pandit,Gynecologist/Obstetrician,33,Fortis Hospital,Mulund West,Mumbai,1300,100,5, Today
2637,Dr. Pooja Shukla,Gynecologist/Obstetrician,15,Cloudnine Hospital,Malad West,Mumbai,1100,99,153, Today
2638,Dr. Anagha Chhatrapati,Gynecologist/Obstetrician,16,Global Hospitals,Parel,Mumbai,1600,100,6, Today
2639,Dr. Aditi Phulpagar,Gynecologist/Obstetrician,22,S L Raheja Fortis Hospital,Mahim,Mumbai,1300,100,1, Today
2641,Dr. Mugdha Joshi,Gynecologist/Obstetrician,18,Shri Waman Ganesh Clinic,Bavdhan,Pune,500,99,322, Today
2642,Dr. Rajeshwari Pawar,Gynecologist/Obstetrician,35,Blooming Buds Clinic and Diagnostic Center,Magarpatta City,Pune,600,96,251, Today
2643,Dr. Vaishali R Chavan,Gynecologist/Obstetrician,31,Saanvi Gynaecology And Maternity Center,Wanowrie,Pune,500,92,34, Today
2644,Dr. Asha Hol,Gynecologist/Obstetrician,20,Shreeyash Clinic,Sinhagad Road,Pune,600,98,65, Today
2645,Dr. Vijay Kumar S Mete,Gynecologist/Obstetrician,20,Amruta Maternity and General Hospital,Pimpri-Chinchwad,Pune,500,86,6, Today
2646,Dr. Vaishali Chaudhary,Gynecologist/Obstetrician,30,Dr. Vaishali Chaudhary's Ankur Fertility Centre,Yerwada,Pune,800,97,177, Today
2647,Dr. Mithil Patil,Gynecologist/Obstetrician,21,South Asia Fertility Center & Ashwini Hospital,Balewadi,Pune,500,98,60, Today
2648,Dr. Archana Chandak,Gynecologist/Obstetrician,30,Apollo Clinic,Nigdi,Pune,600,85,17, Today
2649,Dr. Sneha Vijay Raut,Gynecologist/Obstetrician,14,Lopmudra Hospital,Pashan,Pune,500,100,1, Today
2650,Dr. Chinmay Pramod Umarji,Gynecologist/Obstetrician,13,Umarji Mother & Child Care,Baner,Pune,600,97,181, Today
2652,Dr. Jasleen Kaur Malhotra,Gynecologist/Obstetrician,24,Femme Wellness Clinic,Dwarka,Delhi,700,98,415, Today
2653,Dr. Shikha Gurnani,Gynecologist/Obstetrician,20,Bloom Vision Clinic,Dwarka,Delhi,800,98,687, Today
2654,Dr. Jyoti Bhaskar,Gynecologist/Obstetrician,35,Cloudnine Hospitals,Patparganj,Delhi,1100,99,103, Today
2655,Dr. Anita K Jain,Gynecologist/Obstetrician,24,Dr. Anita's Mother And Child Clinic,Paschim Vihar,Delhi,600,98,60, Today
2656,Dr. Yashica Gudesar,Gynecologist/Obstetrician,24,Manipal Hospital,Dwarka Sector 6,Delhi,900,95,196, Today
2657,Dr. Harveen Kaur,Gynecologist/Obstetrician,23,Healence Clinic & Diagnostics,Malviya Nagar,Delhi,1000,97,70, Today
2658,Dr. Preeti Tahilyani,Gynecologist/Obstetrician,21,Cherish Mother & Child Care  Clinic,Dwarka,Delhi,1000,100,79, Today
2659,Dr. Pratibha Gupta,Gynecologist/Obstetrician,22,Healing Hands PG Gynaecology & Urology Center,Janakpuri,Delhi,600,95,392, Today
2660,Dr. Stuti Ranjan Chawla,Gynecologist/Obstetrician,24,Dr Stuti Ranjan Chawla Clinic,Dwarka,Delhi,600,97,121, Today
2661,Dr. Anuradha Dakour,Gynecologist/Obstetrician,19,Motherhood Clinic,Lajpat Nagar,Delhi,500,97,201, Today
2663,Dr. Sukhamoy Barik,Gynecologist/Obstetrician,16,Charnock Hospital,Teghoria,Kolkata,650,99,105, Today
2664,Dr. ARCHANA  SINHA,Gynecologist/Obstetrician,22,Apollo Gleneagles Hospitals,Salt Lake,Kolkata,600,75,2, Today
2665,Dr. Arnab Basak,Gynecologist/Obstetrician,26,Apollo Gleneagles Hospitals,Salt Lake,Kolkata,1200,99,115, Today
2666,Dr. Subidita Chatterjee,Gynecologist/Obstetrician,38,Body N Mind Cafe,Salt Lake,Kolkata,1000,90,280, Today
2667,Dr. Sharmishtha Patra,Gynecologist/Obstetrician,25,Apollo Gleneagles Hospitals,Salt Lake,Kolkata,700,85,65, Today
2668,Dr. Arunima Haldar,Gynecologist/Obstetrician,14,Care N Cure Opticals And Wellness Centre,New Town,Kolkata,600,98,28, Today
2669,Dr. Sunipa Chatterjee,Gynecologist/Obstetrician,11,Techno India Dama Healthcare & Medical Centre,Beliaghata,Kolkata,900,100,7, Today
2670,Dr. Shamita Singhel,Gynecologist/Obstetrician,26,AMRI Hospitals,Salt Lake,Kolkata,500,100,8, Today
2671,Dr. M. Padmaja Bhattacharya,Gynecologist/Obstetrician,29,Apollo Gleneagles Hospitals,Salt Lake,Kolkata,900,96,29, Today
2672,Dr. Ramna Banerjee,Gynecologist/Obstetrician,26,Apollo Gleneagles Hospitals,Salt Lake,Kolkata,1000,92,28, Today
2675,Dr. Deepthi RK Shashidhar,Gynecologist/Obstetrician,16,First Care Clinic,Jayanagar 4 Block,Bangalore,600,98,361, Today
2676,Dr. M. Gowri,Gynecologist/Obstetrician,33,Queens Hospital,HSR Layout,Bangalore,700,91,272, Today
2677,Dr. Suman Singh,Gynecologist/Obstetrician,29,Manasi Clinic,BTM Layout 2nd Stage,Bangalore,700,93,766, Today
2678,Dr. Asha Puranikmath,Gynecologist/Obstetrician,32,Motherhood Hospital,Indiranagar,Bangalore,800,91,87, Today
2679,Dr. Vidya Muralidhar,Gynecologist/Obstetrician,14,Maathrika Women's Speciality Clinic,Hebbal Kempapura,Bangalore,500,98,149, Today
2680,Dr. Pradeepa,Gynecologist/Obstetrician,17,Manipal Hospital,Jayanagar 9 Block,Bangalore,650,98,27, Today
2681,Dr. Phani Madhuri,Gynecologist/Obstetrician,20,MAK Speciality Health Center,Sarjapur Road,Bangalore,700,95,709, Today
2682,Dr. K. Sushmita,Gynecologist/Obstetrician,21,Cloudnine Hospitals - Sahakarnagar,Sahakaranagar,Bangalore,850,98,430, Today
2683,Dr. Aruna Sahadev,Gynecologist/Obstetrician,21,Xpert Super Speciality Clinic,Rajarajeshwarinagar,Bangalore,600,94,87, Today
2684,Dr. Vijaya Sherbet,Gynecologist/Obstetrician,32,Manipal Hospital,Hebbal,Bangalore,800,94,30, Today
2687,Dr. K. Suma,Gynecologist/Obstetrician,35,Prasad Infertility Solutions,Kukatpally,Hyderabad,700,93,146, Today
2688,Dr. Puja Lavania,Gynecologist/Obstetrician,17,Life Care Gynaecology Hospital,Chanda Nagar,Hyderabad,400,94,149, Today
2689,Dr. B Kiranmayee,Gynecologist/Obstetrician,14,Kiranmayee Women & Fertility Clinic,Nallagandla,Hyderabad,550,96,231, Today
2690,Dr. Jasmin Rath,Gynecologist/Obstetrician,19,Apollo Hospitals,Jubilee Hills,Hyderabad,800,94,67, Today
2691,Dr. Revathy Ramaswamy,Gynecologist/Obstetrician,34,Apollo Hospital,Secunderabad,Hyderabad,800,95,42, Today
2692,Dr. Anusha Emani,Gynecologist/Obstetrician,13,Lotus Hospitals | Kukatpally,Kukatpally,Hyderabad,500,97,62, Today
2693,Dr. N. Sarada Vani,Gynecologist/Obstetrician,24,Genesis Clinics,Ameerpet,Hyderabad,400,95,242, Today
2694,Dr. Pratibha Narayan,Gynecologist/Obstetrician,28,The Birthplace Hospital,Banjara Hills,Hyderabad,1000,91,172, Today
2695,Dr. Vandana Hegde,Gynecologist/Obstetrician,20,Hegde Fertility,Hitech City,Hyderabad,800,93,885, Today
2696,Dr. Swathi Apsani,Gynecologist/Obstetrician,22,Parvathi Hospital,West Marredpally,Hyderabad,800,94,190, Today
2699,Dr. Florence Vasantha Praba,Gynecologist/Obstetrician,23,Cherub Fertility Clinic,Rajakilpakkam,Chennai,400,96,93, Today
2700,Dr. Sharadha SO,Gynecologist/Obstetrician,17,SRS Speciality Clinic,KK Nagar,Chennai,500,100,175, Today
2701,Dr. Madhumitha R,Gynecologist/Obstetrician,10,The Hive Fertility Clinic and Women Center,Madipakkam,Chennai,300,100,129, Today
2702,Dr. P. V. Anuradha,Gynecologist/Obstetrician,35,Anyaa  Wellness for Women,Anna Nagar East,Chennai,1000,99,162, Today
2703,Dr. Parimalam Ramanathan,Gynecologist/Obstetrician,29,Apollo Speciality Hospitals O M R,OMR Road,Chennai,700,98,241, Today
2704,Dr. Srikala Prasad,Gynecologist/Obstetrician,32,Apollo Speciality Hospital,Vanagaram,Chennai,1000,98,113, Today
2705,Dr. M.H. Abinaya,Gynecologist/Obstetrician,21,Sai Ram Fertility & Maternity Clinic,T Nagar,Chennai,700,99,189, Today
2706,Dr. K.S. Ramya,Gynecologist/Obstetrician,18,Diya Speciality Clinic,Velachery,Chennai,500,99,368, Today
2707,Dr. Inthu,Gynecologist/Obstetrician,12,Practo Care Surgeries,Kolathur,Chennai,500,100,679, Today
2708,Dr. Kanimozhi,Gynecologist/Obstetrician,20,Apollo Fertility,Anna Nagar,Chennai,1000,99,103, Today
2710,Dr. Kishori Dinendra Kadam,Gynecologist/Obstetrician,39,Fortis Hospital,Mulund West,Mumbai,1300,90,24, Today
2711,Dr. Shilpa Bansal Agrawal,Gynecologist/Obstetrician,18,Harleys Cosmetic & Women Clinic,Andheri West,Mumbai,1500,99,472, Today
2712,Dr. Shilpa Abhyankar,Gynecologist/Obstetrician,29,Parchure Nursing Home,Dadar East,Mumbai,800,97,135, Today
2713,Dr. Gouri Sultane Gupta,Gynecologist/Obstetrician,20,DZIRE IVF,Goregaon West,Mumbai,1000,91,99, Today
2714,Dr. Nanda R Kumar,Gynecologist/Obstetrician,20,Dr. Nanda R Kumar's Gynecology Clinic.,Chembur East,Mumbai,1000,89,118, Today
2715,Dr. Shreedevi Tanksale,Gynecologist/Obstetrician,15,Little Miracles Fertility Clinic,Vileparle East,Mumbai,1000,99,125, Today
2716,Dr. Nutan Hegde,Gynecologist/Obstetrician,20,Saple Clinic,Dadar West,Mumbai,900,97,69, Today
2717,Dr. Renubala Rout,Gynecologist/Obstetrician,17,For Women,Kandivali East,Mumbai,1000,96,34, Today
2718,Dr. Pradnya Randive,Gynecologist/Obstetrician,17,Aaditya Care Maternity Home,Bhandup West,Mumbai,800,95,79, Today
2719,Dr. Hemlata Hardasani,Gynecologist/Obstetrician,27,Mothers Care Clinic,Andheri West,Mumbai,1500,99,759, Today
2722,Dr. Sarika Dahiphale,Gynecologist/Obstetrician,20,Coral Women's & Child Care Clinic & Fertility Center,Baner,Pune,700,98,227, Today
2723,Dr. Mohita Goyal,Gynecologist/Obstetrician,23,Mohita Poly Clinic,Viman Nagar,Pune,600,95,289, Today
2724,Dr. Manisha Munemane,Gynecologist/Obstetrician,28,Vatsalya Women's World,Wakad,Pune,600,94,401, Today
2725,Dr. Deepali Nirawane,Gynecologist/Obstetrician,20,ORanGE Health Care,Wakad,Pune,700,98,228, Today
2726,Dr. Meghana Giri,Gynecologist/Obstetrician,18,GK Women's Care Clinic,Viman Nagar,Pune,400,95,92, Today
2727,Dr. Bharati Dhorepatil,Gynecologist/Obstetrician,40,Shree Hospital,Nagar Road,Pune,600,89,37, Today
2728,Dr. Jyoti Dekate,Gynecologist/Obstetrician,19,Rainmist Healthcare,Wakad,Pune,600,96,230, Today
2729,Dr. Manjusha Yetalkar,Gynecologist/Obstetrician,26,Nisarg Women Healthcare,Pimple Saudagar,Pune,600,95,140, Today
2730,Dr. Seema Jain,Gynecologist/Obstetrician,28,CheQKmate - An IVF & Sexual Health Clinic,Pimple Saudagar,Pune,750,94,563, Today
2731,Dr. Madhuri Roy,Gynecologist/Obstetrician,26,"Conceive India IVF Fertility,Gynecology and Test Tube Baby Centre",Hinjewadi,Pune,700,97,86, Today
2734,Dr. Neha Khandelwal,Gynecologist/Obstetrician,19,FeHealth Clinic,Greater Kailash Part 1,Delhi,1200,99,488, Today
2735,Dr. Shikha Gurnani,Gynecologist/Obstetrician,20,Bloom Vision Clinic,Dwarka,Delhi,800,98,687, Today
2736,Dr. Pratibha Gupta,Gynecologist/Obstetrician,22,Healing Hands PG Gynaecology & Urology Center,Janakpuri,Delhi,600,95,392, Today
2737,Dr. Sutopa Banerjee,Gynecologist/Obstetrician,26,Dr. Sutopa Banerjee's Complete Care for Women,Vasant Kunj,Delhi,1200,97,788, Today
2738,Dr. Anuradha Dakour,Gynecologist/Obstetrician,19,Motherhood Clinic,Lajpat Nagar,Delhi,500,97,201, Today
2739,Dr. Parinita Kalita,Gynecologist/Obstetrician,33,Max Super Speciality Hospital,Patparganj,Delhi,1000,89,179, Today
2740,Dr. Neelam Walia,Gynecologist/Obstetrician,48,Walia Medical and Maternity Centre,Sarita Vihar,Delhi,800,95,146, Today
2741,Dr. Jasleen Kaur Malhotra,Gynecologist/Obstetrician,24,Femme Wellness Clinic,Dwarka,Delhi,700,98,415, Today
2742,Dr. Pooja Choudhary,Gynecologist/Obstetrician,23,Gynae and Ent Clinic,Safdarjung Enclave,Delhi,900,96,133, Today
2743,Dr. Meghana A,Gynecologist/Obstetrician,15,Matritva Women's Clinic,Vasant Kunj,Delhi,650,99,187, Today
2746,Dr. Subidita Chatterjee,Gynecologist/Obstetrician,38,Body N Mind Cafe,Salt Lake,Kolkata,1000,90,280, Today
2747,Dr. Irina Dey,Gynecologist/Obstetrician,19,AMRI Hospitals,Dhakuria,Kolkata,900,100,144, Today
2748,Dr. Nandini Chakrabarti Bhattacharyya,Gynecologist/Obstetrician,26,AMRI Hospitals,Salt Lake,Kolkata,800,58,15, Today
2749,Dr. Sharmishtha Patra,Gynecologist/Obstetrician,25,Apollo Gleneagles Hospitals,Salt Lake,Kolkata,700,85,65, Today
2750,Dr. Arunima Haldar,Gynecologist/Obstetrician,14,Care N Cure Opticals And Wellness Centre,New Town,Kolkata,600,98,28, Today
2751,Dr. Sunipa Chatterjee,Gynecologist/Obstetrician,11,Techno India Dama Healthcare & Medical Centre,Beliaghata,Kolkata,900,100,7, Today
2752,Dr. Shamita Singhel,Gynecologist/Obstetrician,26,AMRI Hospitals,Salt Lake,Kolkata,500,100,8, Today
2753,Dr. Arindam Rath,Gynecologist/Obstetrician,19,Apollo Fertility,Gobra,Kolkata,1000,100,6, Today
2754,Dr. M. Padmaja Bhattacharya,Gynecologist/Obstetrician,29,Apollo Gleneagles Hospitals,Salt Lake,Kolkata,900,96,29, Today
2755,Dr. Ramna Banerjee,Gynecologist/Obstetrician,26,Apollo Gleneagles Hospitals,Salt Lake,Kolkata,1000,92,28, Today
2791,Dr. Komal Sharma,Homoeopath,11,Dr. Chetan's Homeo Clinics,Begumpet,Hyderabad,51,99,47, Today
2797,Dr. Satish Erra,Homoeopath,14,Dr. Satish Erra's Homeopathy Clinic,Dilsukhnagar,Hyderabad,500,98,579, Today
2806,Dr. Pravin K Aggarwal,General Physician,42,Fortis Malar Hospital,Adyar,Chennai,700,85,5, Today
2808,Dr. Poonam Verma,Ayurveda,27,Bliss Medicare Centre,Vadapalani,Chennai,600,96,17, Today
2814,Dr. Bhavesh Acharya,Homoeopath,34,Global Homoeopathy and Esthetiques Clinic,Andheri East,Mumbai,1500,98,581, Today
2816,Dr. Jagat Shah,Homoeopath,21,Total Health Care,Borivali West,Mumbai,800,95,125, Today
2832,Dr. Vaseem Choudhary,Homoeopath,14,Homeo Care Clinic,Hadapsar,Pune,300,92,280, Today
2846,Dr. Supra Paul,Homoeopath,22,Dr Batra's Positive Health Clinic Pvt Ltd,Minto Park,Kolkata,450,100,8, Today
2847,Dr. Abhishek Chaturvedi,Homoeopath,12,Dr Batra's Positive Health Clinic Pvt Ltd,Behala,Kolkata,450,86,6, Today
2848,Dr. Chinmay Mahanta,Homoeopath,19,Dr Batra's Positive Health Clinic Pvt Ltd,Kolkatta,Kolkata,450,100,1, Today
2849,Dr. Shahid Shaikh,Homoeopath,18,Dr Batra's Positive Health Clinic Pvt Ltd,Salt Lake,Kolkata,450,100,1, Today
2850,Dr. Chayan Kumar Roy,General Physician,28,Rameswara Nursing Home,Ultadanga,Kolkata,800,100,1, Today
2851,Dr. Dipayan Das,Homoeopath,12,The Healers,Garia,Kolkata,600,90,18, Today
2852,Dr. Shyama Prasad Roy,General Physician,37,Binapani Doctor's Chamber,Jadavpur,Kolkata,700,79,8, Today
2853,Dr. Sandip Rungta,General Physician,23,Mansa Sheel,Beadon Street,Kolkata,700,99,312, Today
